loan_id,text,need_label_llm
762368,"edwin is a young man who is 31 years of age.  he is single and lives with his family in ica.  edwin currently works as a municipal security guard in his town.  he believes that he is doing well because of his excellent achievements and dedication.  edwin is a hardworking, friendly, and respectful individual.  <br /><br />he is extremely grateful to the kiva lenders.  as a result, he will be able to cover the expenses related to obtaining his driver’s license since he owns a motorcycle.  he wants to generate more income by providing transportation services.  in addition, he will be able to have the motorcycle repaired.  edwin continues to put forth the effort and save money so that later on he can finish the construction of his house.",Low Need
872782,"turakul is a hardworking man. he was born in the southern part of a country in 1964. he is living in a rural area. he is married and has five children. his wife is a teacher. in the area where he lives, it is common for a man rather than a woman to take a loan, because it is most common for a woman to be a housekeeper. \r\n\r\nturakul is a teacher at secondary school. he needs to work hard in order to feed his big family. he is planning to buy livestock and get additional income for family expenditures. he is asking for financial support from kiva and imon to buy livestock. he wishes his children will be fed and have everything that they need to live.  ",High Need
1415727,"mamie is a 31-year-old business woman.  she lives with her partner and has three children, ages 10 through 18.  all of her children are currently in school and they live at home.  <br /><br />mamie runs a business which sells fresh fish, chicken feet, pig feet and meat. she established this business 6 years ago.   she has had no problem with her business.  she likes her business because she has achieved greatly. to remain in business she requested a loan with brac liberia. the loan will be used to buy more fresh fish, chicken feet, pig feet and meat to sell and generate more profit that will help her achieve her goals.  <br /><br />her partner gave her the money to start the business and she learned the trade from her mother. she used a car to carry her goods to her business site. she sells 15 hours each day. in the future she would like to make deals as a big business woman. she says thanks for your support.",Low Need
964436,"agrippine, age 51, is a member of the unguke group and she lives in gitega. she is married to a mason named protais and they have 9 children, 4 of whom go to school. <br /><br />agrippine has been selling beer and lemonade for 20 years. this is her 3rd loan cycle with turame, and this credit will help to bolster her capital. she plans to buy a large supply of beer and lemonade to increase her sales and revenue.",Low Need
416855,"hon, 40, is married, resides with her husband and four children in kampot province, cambodia. she has been involved in agricultural business for over twenty years, earning approximately usd 2 per day. her husband runs public transportation service (motor taxi). he earns about usd 4 per day. two of her children are employed in garment factory. approximately, they earn usd 6 per day. \r\n\r\ndue to the difficulty in the family’s transportation, hon is requesting a loan of usd 1500 to purchase a motorbike to commute. this purchase will help her reduce the transportation expenses. in the future, she would like to expand her business and help her children get bachelor’s degree. moreover, she plans to rebuild her present house to make it bigger to provide enough space for her family’s living.\r\n",High Need
1040946,"marcos lives with his wife and two children, an 8 year old daughter and a 14 year old son. his wife helps around the house and care for their daughter. their son helps him take care of livestock.<br /><br />marcos works in agriculture and livestock. he sells or butchers at home. his wife and his son help cut and weigh the meat. they also help attend to customers.<br /><br />he requests a loan to buy a bull and a cow for subsequent sales or butcher.<br /><br />marcos plans to continue working hard for the welfare of his family. he wants to put a butcher shop in the community as the demand is increasing and he wants to expand his services.",Low Need
1142882,"mihary is married. her husband works as a driver. after two years of marriage, the couple have a 12-month-old child. the income made from previous work has enabled the couple to produce bricks. mihary’s work involves the farming of rice and vegetables (tomatoes) and the fattening of hogs. her farm work is seasonal. <br /><br />fattening hogs requires significant funds for feeding the herd over the 6-month cycle, and the pig pen needs to be improved, thus this request for a second loan. the goal is to build up savings for the construction of the house and for being autonomous, since the couple still live with parents.",High Need
1123553,"rochan is 31 years old and married with two children who are in school. she works very hard to provide for them.<br /><br />she runs a general store in the philippines and requested a php 10,000 loan through nwtf to buy more stock to sell like soap, shampoo, chips, bread, canned goods, eggs, etc.<br /><br />rochan has been in this business for three years. <br /><br />in the future rochan would like to save enough money so she could afford to send her children to college.",Low Need
1195206,"augustin needs to take out another loan in order to carry out his business. he wants to add dairy products such as yogurt, butter and cheese to his offerings. he wants to purchase quality items for his customers. he also wants to purchase different packs of biscuits in order to revitalize his shop display. he wants to earn enough profits in order to generate more savings.",Low Need
291079,"flora d. is from the village of lumbayao, tampilisan, zamboanga del norte. she is 47 years old, married and has one adult-aged child. to make a living, flora owns and operates a business venture in the food sector making and selling snacks and other delicacies in the local community. flora has been engaged in her business for over 15 years and earns approximately 5,000 php per month from these activities.\r\n<br>in 2009, flora joined kiva partner, pmpc, to gain access to financial services to help improve her living situation and ability to engage in business activities. she has successfully repaid a previous loan of 10,000 php from pmpc. this loan was used to purchase additional products to sell. flora is requesting a new loan of 14,900 php, which will be used to purchase additional products to sell. this loan will be her sixth from pmpc. she plans to use the additional revenue generated from the business to supplement her family's income. \r\n<p>\r\n<b>about pmpc</b><br>\r\npaglaum multi-purpose cooperative (pmpc) is one of the most progressive cooperatives in northwestern mindanao. it reaches out to the rural poor using the grameen model.\r\n<p>\r\n*note: to maximize efficiency and reduce costs, this loan was posted using a template to automate the translation by kiva. given that manual translation of entrepreneur profiles is costly, kiva created this template for our field partner to allow them to continue to post loans in english while providing quality and accurate information to kiva lenders.",Low Need
916047,"even at her age of 63, linda doesn’t want to stop working yet. she feels productive when she earns money by herself. she doesn’t want to depend on her grown-up children because they have their own families to raise and support. \r\n\r\nshe enjoys selling ready-to-wear clothes such as school uniforms, skirts, blouses, and other items. the income derived from her business sustains her and her husband’s daily needs. her 65-year-old husband, alejandro, is already retired. he takes a turn in watching over her store located at barotac viejo public market in iloilo. \r\n\r\nlinda normally experiences stiff competition in business, but she focuses on her goal to be productive and continue earning a living. it fuels her to expand her business by making it more enticing to customers. she plans to buy more up-to-date clothes and add sweaters or jackets in time for the rainy season. she needs additional capital of php 20,000 to buy these items so she can gain extra profit and savings in case of emergencies. she meets with her co-fellowship* members every week to share stories of her life and business and to draw strength and inspiration from the fellowship and the word of god. *all cct community partners/clients are organized into fellowship groups that meet on a weekly basis. a fellowship group is composed of 15 to 30 community partners. the fellowship groups gather each week to study the word of god, build social capital, and pay microfinance loans.",Low Need
627431,"felipa is married with 5 children. she is 50 years old and lives in lower bagong silang pagadian city zamboanga del sur. \n\nto earn a living, felipa has a junk shop. she has had this business for 10 years. each month, she earns approximately php 6,000. she applied for a loan to support the expansion of her business into the nearby municipalities. she needs capital to purchase junk items and empty bottles and re-sell it for recycle.\n\nfelipa has been a member of pmpc for 5 years. \n\nin the future, she hopes to build a big shop to store the junk. ",Low Need
1316193,"many years ago greziel opened a sari-sari (variety) store, selling various commodities including noodles, canned goods, soft drinks, sugar, eggs, soap, and beverages. this is the source of her income.<br /><br />she is married woman with four dependents, ages 9-20 years old. her husband caters motor boat transportation services for a living.<br /><br />she wants to continue improve her quality of life and support the needs of her family. this is why she applied for a loan from kiva's field partner in the philippines, cevi, to buy rice, beverages, soft drinks, and canned goods for her business. <br /><br />greziel is hoping that she will continue to improve her current livelihood and better the welfare of her family as well.",Low Need
1295823,"innocent is a positive minded and hardworking married man with three children living in kamwenge, uganda. he has a retail shop business alongside crop production where he grows crops like beans, coffee, maize and so many others. he also has a piggery project which earns him income to support his family and pay school fees for his children.<br /><br />he dreams of expanding his business so much so as to become a prosperous businessman though his main challenge is the high rental costs of operating a business.<br /><br />he needs the loan so as to buy more high demand stock like soap, cooking oil, classic clothes, bags, designer ladies' clothes and other items to sell.",Low Need
1240258,"emeline works hard to support three children.  she is married and has a pig fattening business in the philippines.<br /><br />emeline requested a 10,000 php loan through nwtf to pay for materials and labor in order to build a sanitary toilet for her family.  she is aware that by using the sanitary toilet, she is reducing health hazard risks to her family and neighbors, as well as promoting protection of the environment.",High Need
1419605,"the members of than’s group live in a rural village in kampong speu province, cambodia. than makes a living cultivating rice, and she also does extra work as a farmer to support her family. <br /><br />in her village, there is no reliable access to safe, clean drinking water. having a water filter at home will help than to safeguard the health of her family, save money on medical expenses, and save time collecting fuel and boiling water.",High Need
1425947,"daniel, 52 years old, is a micro-entrepreneur in the city of barranquilla who works selling fruits and natural juices. his sales point is traditional and is located at the front of a school with a large number of students. he has been operating there for over 20 years. he lives with his wife and two children in an apartment which they just acquired. <br /><br />daniel asked for his first kiva loan with the end of doing repairs on his food cart and to improve some of his utensils with the end of giving a cleaner and more hygienic appearance. support him in his loan.",Low Need
891485,"maría, 47, is a single mother who lives in her home with her children.  she has a business making and selling pottery: pitchers, jewelry boxes, clay roosters, plates, jugs, and a wide variety of decorations.  she's known as a persevering person with a desire to get ahead.\r\n\r\nmaría needs the loan to buy brushes, paint, clay, etc.  she hopes this investment will allow her to get ahead in her business and earn the money she needs to get ahead with her family in her household.\r\n\r\none of her dreams is to finish building a space for her business.\r\n\r\nsan lorenzo, honduras, may 2015\r\n\r\n",High Need
264722,"to make a living, ricardo d. s. plants and harvests rice for sale. he is 42 years old, married and has three school-aged children. they are from the village of esperanza west. ricardo has been in his business for over 12 years and earns approximately 15,000 philippine pesos (php) per harvest.\r\n\r\nin 2010, ricardo joined aski to gain access to financial services to help improve his living conditions and enable him to engage in business activities. ricardo is requesting a loan of 6,000 php which will be used to purchase additional seeds, seedlings and young crops to raise. this will be his first loan from aski. he plans to use additional income to improve and expand his business. \r\n\r\n<b>about aski:</b>\r\naski is one of the most successful microfinance institutions in the philippines. it has 38 branches covering the central and northeastern areas. its clients are mostly farmers, fisherfolks and small entrepreneurs.\r\n\r\n<i>note: to maximize efficiency and reduce costs, this loan was posted using a template to automate the translation by kiva. given that manual translation of entrepreneur profiles is costly, kiva created this template for our field partner to allow them to continue to post loans in english while providing quality and accurate information to kiva lenders.</i>",High Need
366192,"chhim is 30 years old, a factory worker who comes from ang snoul district. \r\n\r\nhis work schedule starts at 7 a.m. and finishes at 5 p.m.. this type of work is extremely related to his physical state. anyway, he has to do it for his living. from this business, he is able to generate an income $8 per day. chhim has a life partner in his wife, who is on a sewing staff, and he is blessed with two children. both of his children are attending a local school. \r\n\r\nwith the sum of $1,200, he will build a small brick house and cover the roof with zinc. this house will provide a comfortable living for his family. he would like to say thanks to all lenders who lend him money to build this shelter.",High Need
1179379,"jenny works hard to support four children. she is married and has a general store business in the philippines.<br /><br />jenny requested a php 7,000 loan through nwtf in order to build a sanitary toilet for her family.<br /><br />jenny is aware that by using the sanitary toilet, she is reducing health and hazard risks to her family and neighbors as well as promoting environment protection.",High Need
724876,"this is arline, 31, a resident of taguig, manila, philippines. her husband is eduard and together they manage their household while operating the business. at this time, she is working hard to continually provide income for her everyday expenses.\r\n\r\narline operates a buy and sell business. what she basically does is buy products from wholesalers and sell them per item with a profit. her products are bags, blankets, clothing and other similar products. customers are attracted to buy due to the low selling prices and the many products that she offers. her regular customers are neighbors and the local community.  she earns a minimum of 500 philippine pesos (php) in sales every day.\r\n\r\nto help her continue operations of her business, she is requesting a php 8,000 loan. she will be using the loan to buy more quantities and varieties of products to expand her product inventory. she expects a boost in her business income as she expands her business.\r\n\r\narline dreams of succeeding in her business and in life. she faithfully meets up with her co-fellowship members to share stories of her work every week and draw strength and inspiration from the word of god she studies.\r\n\r\n* all cct community partners/clients are organized into fellowship groups that meet on a weekly basis. a fellowship group is composed of 15 to 30 community partners. the fellowship groups gather each week to study the word of god, build social capital, and pay microfinance loans.",Low Need
911173,"afsha is the age of 31, living with her single child and husband in the area of lahore, pakistan. \r\nafsha adores her family, and her husband works very hard so that his family can have a good and respectable life. \r\n\r\nher husband provides canopies for the wedding ceremonies of people. afsha is requesting a loan from kiva's partner, brac pakistan, with the goal of improving her husband's business. her husband requires additional capital for the growth of his business. he would use the kiva loan to purchase wooden planks and bamboo to offer more variety to his clients. \r\n\r\nafsha hopes that the loan will be helpful for her husband's business.",Low Need
818417,"cruz is a rural woman and the mother of 2 children. she has had to endure many hardships in her life but she has always had the strength to progress forward and continue to get ahead with her family.\r\n\r\nfor a long time, she has wanted to start a business raising and selling pigs. that’s why she is asking for a great economic encouragement to buy some pigs for breeding and materials to build a corral. \r\n\r\nwith this new business, she can generate income for her family. family is everything to her. she can improve their quality of life for her husband and children. she will work everyday to promote her business and make it a sustainable and profitable activity. \r\n\r\nsupport a working woman with this loan!\r\n\r\n",High Need
459057,"njira is a woman of integrity and a great merchant. she has been managing a retail shop for over five years. she also has a motorcycle where she has hired someone to operate it. njira has been a member of yehu since 2010 and has been one of the beneficiaries of yehu loans, this being her second loan. thanks to her hardwork she has been able to cater for the needs of her family. her business goal is to open a wholesale in future. njira has been in this line of business for the last seven years, previously busy in farming. she has requested a loan in the amount of ksh 40,000 to add stock of flour, beverages such as juice and sodas, and other fast selling products.",Low Need
1225776,"alex is a 56-year-old proud father of 10 children. he is a group leader, often described as a very hardworking individual, and is representing his group of 10 farmers in kimilili district. since joining one acre fund in 2014, alex has noticed that he has been able to consistently feed his family.\n\nalex described his harvest as very good last year, but believes he can have a better one this year by continuing to work with one acre fund. he is very excited to also be purchasing two solar lights, apart from fertilizer and maize, because he will now be able to have light during dark hours for his children to be able to study. with the profits from this season’s harvest, he plans to send his children to school.\n\nwith this loan, alex’s group will be able to plant a total of 5.75 acres of land and purchase a total of 8 solar lights.",Low Need
1199835,"as a married mother of two children, amy works hard to support her family.<br /><br />she has a tailoring business in the philippines. amy is borrowing php 15,000 through nwtf in order to buy new supplies for her tailoring business.<br /><br />amy has been sustaining her business activities through her past 2 loans from nwtf. she hopes that her hard work will help her attain her dream to save enough money to expand her business.",Low Need
728690,"josé, 46 years old, is a farmer. he studied through the first grade of primary school and did not continue due to the difficult economic situation or lack of will. he notes that when he started to study some people came and kidnapped the teachers and the teachers never came again to that school. they had to flee since it was wartime and afterward when they arrived they had to work in order to start again. now he works in agriculture as he has always done. \r\n\r\nhe is married and his wife works on the household duties. the loan he is requesting is to buy manure, although he has the land prepared with the hope that once more he will be given the opportunity to work in order to move his family ahead. his children study in the fourth and fifth grade. he would like for at least one of his two children to be a professional, although they like to do the work their father is teaching them.",High Need
1186682,"hello kiva community!<br /><br />irene is a smallholder farmer who lives in a small village called kapsoit in the south rift region of kenya. in this area, dairy and maize farming are the main economic activities practiced by the constituents. irene, a mixed-farmer, practices both. she has been doing this work for six good years. her primary income sources are milk, maize, and a small personal business. <br /><br />the mother of four stated that milking is the most enjoyable of her activities on the farm. she is very connected with her dairy animals and has assigned a name to each of them. she has dreams of growing her dairy farm by herding more animals and buying more land. <br /><br />irene is seeking a loan of 65,000 kes to purchase a dairy cow. business-related expenses keep rising by the day, forcing farmers and business people alike to reduce costs and/or increase sales. the additional cow will help in the utilization of pasture and will increase milk production and the availability of more byproducts. irene will be able to save a bit on expenses such as fertilizer. <br /><br />she hopes that she will be able to use this loan investment wisely to raise her family's standard of living.",Low Need
87413,"kann s. is 46 years old and a mother of three school-aged children. they all live in prey veng, cambodia. she and her husband are grocery vendors, working from their home, earning about $4 each day. she plans to invest in additional grocery products so that she can meet her customers' needs.\r\n",High Need
1254667,"lomina is 37 and lives with her husband and children. she has been selling food products for the last two years. she has requested a loan with the objective of buying more food products, to optimise her business and to earn as much income as possible.",Low Need
821186,"merlinda is 65 years old and married with two children.  she works very hard to provide for them.\r\n\r\nshe runs a buy and sell nipa roofing in the philippines and requested a php 11,000 loan through nwtf to purchase additional bundle of nipa roofing to sell.\r\n\r\nmerlinda has been in this business for 19 years.\r\n\r\nin the future, merlinda would like to build and expand her business to secure the financial stability of her family.\r\n",Low Need
104110,"coronacion g. is 26 and has three children. her husband, joey, is a driver. she sells fish - such as milk fish, tilapia, shrimps, and prawns - in the town market of hamtic, to help support the needs of the family. \r\n\r\nshe started her business when she joined ashi (ahon sa hirap, inc.) in 2000. her membership has really helped her because she was able to provide a tricycle (a bicycle with a sidecar) for her husband from her income. she also purchased furniture and utensils for the house and has been able to save money toward the education of her children.\r\n\r\nshe applied for this loan to buy more stock so as to increase her income. she dreams of selling to the vendors in the market from her own stall someday.",High Need
795993,"virginia offers bananas and charcoal for sale for ten years. she is 50 years of age, a widow blessed with two children. virginia would like to improve her vending activity; that’s the reason why she’s requesting a loan of php 8,000 to buy 300 sacks of charcoal and 2,000 kilograms of bananas to sell. \r\n\r\nvirginia hopes that her loan will enable her to improve her sales and income. in this way, she could sustain her family's basic needs and improve her living conditions.",High Need
539973,"in portoviejo, also known as the city of the royal tamarind trees since colonial times, the ""mujeres de ríobamba"" communal bank meets every fortnight.\r\n\r\nforty-three-year-old ramona lives here.  she is now divorced but good came out of her marriage in the form of two daughters, aged 26 and 21 years, both of whom are now studying at university.\r\n\r\nin order to prosper, ramona makes a living selling all types of clothing, such as shoes and women\'s accessories.  she sells door-to-door and from her home, where her better known customers come.  she works four days a week and her customers pay in installments, with ramona making collections every two weeks.  she mostly sells women\'s clothes.  she buys her merchandise in guayaquil once every two weeks or once a month, according to what she needs.  it is through this work that ramona has managed to move forward in life since her divorce with her husband.\r\n\r\nramona will use this loan to buy trousers, t-shirts and blouses, but especially women\'s clothes.  she has been with the communal bank for four years and is grateful for the payment system.\r\n\r\nramona\'s dream is to have her own house as she currently only rents.\r\n",High Need
263310,"lopur has been selling fruits and vegetables in naivasha town for the last 10 years.  he is 60 years old and married to catherine nabwaga. they have three children.\r\n\r\nhe was introduced to kadet ltd by his friend and this will be his second loan.  he plans to use the loan to buy carrots, peas and tomatoes in bulk to sell.\r\n\r\nin the future, lopur hopes to open a big green grocer shop in naivasha town.",Low Need
965561,"finda is 34 years old with school age children. she personally sells the catch from their fishing boat in nearby municipalities.  she has been a member of paglaum mpc in good standing for almost 4 years. finda has improved their living condition with a house of good roofing. she also makes good savings from their profits.<br /><br />finda wants to obtain financial assistance from paglaum mpc amounting to php 5,000 for the purchase of new nets. as much as possible, they have to have all the needed fishing accessories to minimize chances of a low or zero catch.  she already has floats to help guard their fish cages.  she also wants to buy the fish catch of her neighbors so she can sell more fish to the nearby fish market, where they will fetch higher prices.  in the future, she dreams of purchasing a new fishing boat by setting aside some savings from the daily sales.  she wishes to see her children have stable jobs as well.",Low Need
1290987,"good day lenders! meet one of kspps bmi’s clients, icih, who is 42 years old, married, and has one daughter.  icih has had a small shop selling basic foods, snacks, bread, cake, drinks, etc. for one year. her husband works very hard and he has been building houses in the tangerang district for one year. their income is barely enough for their basic needs. they would like to improve their living conditions and create a happy and healthy life for their kid.<br /><br />she has asked for a loan of idr 800,000 from kspps bmi. this loan will be used to build a clean water source facility at their home to improve access to water sources for her family. today her family has no access to a water source in their home and must rely on the river for bathing. her family income is insufficient to build water sources but icih will be able to repay the loan received.<br /><br />she and her family want to live a healthy life with clean water. she is very grateful for the opportunity and wants to thank all lenders.",High Need
190526,"junilyn c. is a 37-year-old married woman from alburquerque municipality, a part of the island province of bohol in western visayas. she has two children that she sends to school and makes banana-cue, rice cakes and other delicacies to sell. \r\n<p>\r\njunilyn is a member of cevi and is requesting a loan of 6,000 php. she will use it to buy sugar, bananas and other ingredients she needs for her food vending enterprise. junilyn hopes to prosper in her business so she can give her children a bright future. \r\n",High Need
983295,"gina is 37 years old and has two children. she is married and her two children are presently in school.<br /><br />gina is in an agricultural business fattening pigs in the philippines. she requested a 10,000 php loan through nwtf to buy feeds and other supplies to raise her pig.<br /><br />gina has been in this business for 1 year now, and has borrowed 2 times in the past from nwtf to sustain it.<br /><br />in the future, gina would like to save enough money so she could afford to send her children to college.",High Need
1129353,"to help her husband raise her child, arlene (of malibay, manila, philippines) runs a seafood restaurant. she is 36 years old. her husband, bartolome, is 44 years old and works abroad. she started her seafood restaurant in february this year. <br /><br />arlene is glad to know that there are organizations like cct and kiva who are willing to help micro-entrepreneurs like her to expand their small businesses. she is in need of additional capital for her business and she is hoping to borrow 20,000 php. she will use the loan to pay the restaurant rent and for ingredients for her seafood restaurant.<br /><br />arlene’s dream is to have a home she can call her own. as of now, she is renting. it is also her desire for her child to finish his studies.<br /><br />arlene is a member of the center for community transformation and meets weekly with her fellowship partners to share her life’s testimony and business experience with her fellowship members. she also draws strength and inspiration from the fellowship and listening to the word of god. a fellowship group is composed of 15 to 20 members. the fellowship groups gather each week to study the word of god, build social relationships among partners, and pay micro-finance loans.",High Need
655443,"yolanda is a hardworking entrepreneur who has a business selling young coconut juice in the philippines. she has been in this business for five years. yolanda earns additional income from food vending.\r\n\r\nyolanda has been sustaining her business activities through her own efforts with the help of loans from negros women for tomorrow foundation (nwtf). she is borrowing 29,500 philippine pesos (php) through nwft to buy additional young coconuts, plastic cups, sugar, etc., for her business. she dreams of saving enough money so she can buy land in the future.\r\n\r\n\r\n\r\n\r\n\r\n",Low Need
654706,"bashiran, 38 years old, is married and she works from home as a tailor. she has been in this business for two years now and is proud to be contributing to her household income. when bashiran was not earning an income, her family was going through a severe financial crisis that compelled her to use her stitching skills in a productive manner. her husband was the sole breadwinner of the family, so bashiran felt it obligatory to change her family’s living standards and started working from home. \r\n\r\nbashiran's hard work helped her establish a good clientele but she was having difficulty in fulfilling large orders. she contacted kashf foundation and applied a loan of pkr 40,000 to buy stocks of threads in different colors, packs of buttons, needles and laces in order to meet the demands of her customers without fail.  she hopes to grow her business and dreams of giving a good and quality education to her three children through all her hard work in her business.\r\n\r\n",High Need
738272,"guadioso has been operating a service-based business for many years to support his family. he earns well and has successfully repaid his previous loan for buying tires. gaudioso wants to make sure of the success of his business and it helps to improve the business.  currently, he is taking a new loan to buy a new set of tires, and to pay for repair and maintenance. he hopes to expand his business to gain more income in the near future.",Low Need
976135,"phy is a 41-year-old farmer who lives in steung treng province. she is the married mother of five children, four of whom depend on her and need her to support their studies. she has been growing rice as her main source of income for twenty years. additionally, she has been working for others for a fee to earn additional income. her farming business earns her only about $6 usd per day on average, as the crop didn’t grow well and she had to sell it at a lower price in the market. <br /><br />with her first loan from visionfund, she is going to buy seed to expand her rice-farming business. she hopes this loan will help her get high yields and earn more income so that she can keep her children in school until they graduate and find good jobs.",High Need
121887,"“try and try until you succeed” is the principle in life of maria rosario b.. the young mother is a resident of sta. barbara ilagan, isabela, she is a single mother and works as a manicurist/pedicurist to gain income and be able to give her children their daily needs and save funds for their future education. her two children are not yet in school but are consuming a lot of expenses because of drinking milk every day.\r\n<p>\r\nmaria rosario is humbly asking assistance from kiva to lend some amount of capital to be used for her service business. she wanted to buy new sets of beauty products for her pedicure/manicure activity, and even start doing hairdressing somehow if given the chance to have a capital of 6,000 philippine pesos. she always believes that the customer’s satisfaction is what makes a business successful, which is why she would like to provide them with a good and complete service. she also believes that through her hard work and by doing the right services for her customers she will  benefit her family. \r\n\r\n",High Need
339861,"this is mira, 45. she is a resident of dasmariñas, cavite, philippines. she is married to benjamin, a jeepney (transport) operator, and is a mother to her two children. she, together with her husband and children, manages their household while operating the business.  at this time, she is working hard to continually provide income for their everyday expenses.\r\n\r\nmira operates a variety store. in the philippines, a variety store is basically a small convenience store that retails groceries, toiletries and beverages piecemeal to the local neighborhood. it is the place to go to buy one sachet of shampoo, 5-pesos worth of cooking oil or an egg. she earns by getting supplies at wholesale prices and selling by the piece. aside from this, they have a jeep (public utility vehicle) that her husband manages. her store is located adjacent to her house. her regular customers are her neighbors and the local community. she earns a minimum of 1,300 philippines pesos (php) in sales every day. \r\n    \r\nto help her continue operations of her business, she is requesting a php 12,000 loan. she will be utilizing the loan to buy groceries, toiletries and beverages to expand her product inventory. she expects a boost in her business income as she expands her business. \r\n\r\nmira hopes her business grows in the coming years and dreams to be able to give her children a good and high quality education through all her hard work on her business. she faithfully meets up with her co-fellowship* members to share stories of her work every week, where she can also draw strength and inspiration from the word of god she studies.\r\n\r\n* all cct community partners/clients are organized into fellowship groups that meet on a weekly basis. a fellowship group is composed of 15 to 30 community partners. the fellowship groups gather each week to study the word of god, build social capital and repay microfinance loans.\r\n",High Need
921916,"joseph is a smallholder farmer from a rural home in central kenya. he is married and he and his wife were blessed with twins. joseph's family relies on dairy and poultry farming to make a living. joseph's biggest problem is the ever increasing household expenses and education costs. to keep providing a decent life for his family, joseph needs to figure a way of increasing his income.\r\n \r\njoseph is seeking a loan to buy a dairy cow. he plans to spend a small part of the loan on the cow’s insurance as a risk-mitigating measure to protect his family from slipping further into debt or poverty in the event the cow dies. from the cow, he expects to produce more milk, hence gain a wider customer base. this investment will generate more income for him to repay the loan, and in time, raise the living standards of his family. ",High Need
741337,"meet isatu. she is 37 years old and from jui, western rural area in freetown. she is married with four children. after the war, isatu established her food container business. she began her business because she wanted to improve herself. she works at the business throughout the day, seven days per week. she says sometimes the bowls break, and she really finds it difficult to move from one environment to another to introduce her stock.\r\n\r\nisatu requires a loan in order to purchase more food containers, cups, and knives to expand her business. she hopes that the extra income from this loan will allow her to improve her condition of living and increase her business. in the future, isatu plans to open a big pharmacy. she thanks you for your support.\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n",Low Need
1272204,"chek’s group lives in a rural village in takeo province in cambodia. chek makes a living cultivating rice to support her family. <br /><br />in their village there is no reliable access to safe, clean drinking water. having a water filter at home will help each of these women to safeguard the health of their families, save money on medical expenses, and save time collecting fuel and boiling water.",High Need
1157301,"teofila is 55 years old and married with four children.  <br /><br />teofila is in the agricultural business raising livestock in the philippines. teofila requested a php 12,000 loan through nwtf to buy feed and other supplies to raise her livestock.<br /><br />teofila has been raising livestock for five years now, and has borrowed eight times in the past from nwtf to sustain it.<br /><br />teofila would like to save enough to provide a secure future for her family.",Low Need
1237465,"lolita is 60 years old married woman with six children. she is a very hard  working entrepreneur. <br /><br />she has a buy and sell rice business in the philippines. lolita requested a php 10000 loan amount through nwtf to buy additional sacks of rice to sell.<br /><br />lolita has been in this business for five years. in the future, lolita would like to save enough to provide a secure future for her family.",Low Need
522165,"milly is married and has one child, who goes to school. she also takes care of additional family members (sister). milly has operated a clinic for 5 years. she works from her home seven days every week on a retail basis only. milly's major business challenges are defaulters, seasonality, thieves and the ever increasing prices of medicines in uganda.\r\n\r\n<p>milly has applied for a loan of 1,000,000 uganda shillings from mcdt-sacco to buy more boxes of drugs, syringes and syrups. she hopes to own a fully stocked clinic or drug shop and to upgrade her clinic to a hospital. milly resides in a rented house and the family has access to electricity and piped water. her monthly expenses include school fees and rent.   ",High Need
372731,"norma, 41, is a friendly and hard-working woman. she lives in her own house alongside her husband, javier, who is 53, and their three dear children who are 15, 11, and 5 years old, to whom she wishes to provide a better quality of life. norma's work consists of selling basic necessity products. her work starts when she wakes up very early in order to open her grocery store. she starts with her daily sales at about 6 in the morning since the people who live in her neighborhood leave for work very early. she is a happy and persuasive seller, which has caused her to have more customers than her competition. at first, she had difficulty with her business since she didn't know a lot about how to do this work. but, over time, she gained experience and now she is an excellent seller. what she likes most about her work is to converse with her customers since this way she can find out about the things that happen in her neighborhood. she has been doing this work for seven years and what she considers to be most difficult is getting up so early since, generally, she attends until late hours at night. this will be the third loan with the mfp institution so she hopes, from this collaboration, to continue with her objectives. she is trusted by the group members of the community bank to which she belongs. additionally, she is convinced that they will be good, punctual and responsible clients. with the loan requested of 1000 soles, she will be products to be able to offer greater variety of things to her customers who visit her daily.",Low Need
230400,"\r\neusebio máximo, 48, is married and has one child.  he works independently as a bricklayer but also farms his small plot of land.  he grows potatoes, corn and vegetables.  he wants to improve his farmland and is asking for funds to buy seed, manure and fertilizers to do so.\r\n\r\nhe is a member of the “josé carlos mariátegui” communal bank located in urubamba district, urubamba province, cusco department.\r\n\r\nhe avails himself of this platform to express his gratitude to all those who share his dream and commits to repay in a timely fashion.\r\n<br /><p><strong>translated from spanish by michael bujazan, kiva volunteer</strong></p>",Low Need
505179,"the “damas de agua fría” (agua fría ladies) meets every two weeks in ayacucho parish in santa ana canton, a place known for its beautiful fresh-water resorts that are a great tourist attraction in the canton and province.  luis, 24, lives here.  he’s married but does not have children yet.  his wife is actually six-months pregnant with their first baby; she’s a housewife.\r\n\r\nluis works in agriculture and doing work in the fields but also has a small store in the house where he lives.  he sells all types of products like rice, sugar, oil, detergent, etc. there.  he started with very little but as days passed and with help from the loans he’s been gradually enlarging the business and he currently has a well-stocked store.  he works there with help from his wife who is the one that spends most of her time there since he has to work in agriculture.  his parcel is currently ready for the arrival of winter and he will be planting corn and peanuts.  he’s been in business more than two years and it makes it possible for him to get ahead.\r\n\r\nhe will use this loan to better stock his store.  he will buy basic staples as well as seeds and insecticides for the crops.  he’s been in the communal bank for two cycles and likes it for the help the institution provides.  his dream is to have his own house and a larger, better-stocked store.\r\n",Low Need
